Title,Poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Shazam!,https://image.tmdb.org/t/p/w500//xnopI5Xtky18MPhK40cZAGAOVeV.jpg,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
On a Wing and a Prayer,https://image.tmdb.org/t/p/w500//8GTJwaC2CeNa0Zg6QrPLwrfurpZ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Exorcism of God,https://image.tmdb.org/t/p/w500//9X9wKbF0ED1AQpgIkvq0MG4Y4wi.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Minions: The Rise of Gru,https://image.tmdb.org/t/p/w500//wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guillermo del Toro's Pinocchio,https://image.tmdb.org/t/p/w500//vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Detective Knight: Independence,https://image.tmdb.org/t/p/w500//jrPKVQGjc3YZXm07OYMriIB47HM.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
All Quiet on the Western Front,https://image.tmdb.org/t/p/w500//2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Huesera: The Bone Woman,https://image.tmdb.org/t/p/w500//zgpj76z9byUgcWnxLDmtZ3XqfvN.jpg,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Sisu,https://image.tmdb.org/t/p/w500//dHx5yuBb05U9vNaNhIBD7jWyxPk.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Medieval,https://image.tmdb.org/t/p/w500//eeUNWsdoiOijOZAMaWFDA5Pb1n8.jpg,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Strange World,https://image.tmdb.org/t/p/w500//fHMqfsYyl3lskPK2RiFRwhzwuep.jpg,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Tetris,https://image.tmdb.org/t/p/w500//4F2QwCOYHJJjecSvdOjStuVLkpu.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Creed II,https://image.tmdb.org/t/p/w500//v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
¡Que Viva México!,https://image.tmdb.org/t/p/w500//ieyUpr5ES9QEz1cn4clCnBf9XJl.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avengers: Infinity War,https://image.tmdb.org/t/p/w500//7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Batman,https://image.tmdb.org/t/p/w500//74xTEgt7R36Fpooo50r9T25onhq.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Fast X,https://image.tmdb.org/t/p/w500//jwMMQR69Xz9AYtX4u2uYJgfAAev.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Encanto,https://image.tmdb.org/t/p/w500//4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Orgasm Inc: The Story of OneTaste,https://image.tmdb.org/t/p/w500//yqI3XQ1nmvxFpBus1BescRrRBAj.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
El último hombre sobre la Tierra,https://image.tmdb.org/t/p/w500//4zWxQ0hymf6S2wQfj0lY8rfgvjZ.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turning Red,https://image.tmdb.org/t/p/w500//qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Inside,https://image.tmdb.org/t/p/w500//dXsiWJWwGwYwOQ6DfYFt5pPBMwT.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Four's a Crowd,https://image.tmdb.org/t/p/w500//deOu3LDIbWtipp8vjCaszKz22LZ.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Name Is Vendetta,https://image.tmdb.org/t/p/w500//7l3war94J4tRyWUiLAGokr3ViF2.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Offering,https://image.tmdb.org/t/p/w500//tbaTFgGIaTL1Uhd0SMob6Dhi5cK.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://image.tmdb.org/t/p/w500//iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hotel Transylvania: Transformania,https://image.tmdb.org/t/p/w500//teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Prancer: A Christmas Tale,https://image.tmdb.org/t/p/w500//tJgCmwkf2ytEHYHv8vH3QtRGVPW.jpg,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ghosts of the Ozarks,https://image.tmdb.org/t/p/w500//5KgBwcelQoxWgplfJhY46Urz3Cf.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Shrek,https://image.tmdb.org/t/p/w500//iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Luck,https://image.tmdb.org/t/p/w500//1HOYvwGFioUFL58UVvDRG6beEDm.jpg,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lupin The 3rd vs. Cat’s Eye,https://image.tmdb.org/t/p/w500//t9XXivYtzap9TPNQ5CWskzh5agF.jpg,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullet Train,https://image.tmdb.org/t/p/w500//tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Hero Academia: World Heroes' Mission,https://image.tmdb.org/t/p/w500//AsTlA7dj2ySGY1pzGSD0MoHFhEF.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Devotion,https://image.tmdb.org/t/p/w500//26yQPXymbWeCLKwcmyL8dRjAzth.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Sing 2,https://image.tmdb.org/t/p/w500//aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Night at the Museum: Kahmunrah Rises Again,https://image.tmdb.org/t/p/w500//mkRQn520JQD07BNP03NK3iKCaPD.jpg,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Titanic,https://image.tmdb.org/t/p/w500//9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Operation Fortune: Ruse de Guerre,https://image.tmdb.org/t/p/w500//cOaQU5o7mznZTFb4Xs9c1QlwTze.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prom Pact,https://image.tmdb.org/t/p/w500//zVgRfuBvsFTU4mFvDt1Qlqo1CRo.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Next 365 Days,https://image.tmdb.org/t/p/w500//6FsGeIp7heHm5eh4tIxTzHIRxmt.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Lyle, Lyle, Crocodile",https://image.tmdb.org/t/p/w500//irIS5Tn3TXjNi1R9BpWvGAN4CZ1.jpg,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Matadero,https://image.tmdb.org/t/p/w500//5uspXW13tEuWzy2HVxi75O96wLb.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Price We Pay,https://image.tmdb.org/t/p/w500//8fwJt0qZieQ7dKaiiqehObWpXYT.jpg,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Ten Commandments,https://image.tmdb.org/t/p/w500//3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Disenchanted,https://image.tmdb.org/t/p/w500//uyNLq2Dc3s4IOdcYTU8ZtM2lTjb.jpg,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Hacksaw Ridge,https://image.tmdb.org/t/p/w500//jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Creed,https://image.tmdb.org/t/p/w500//1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Perfect Addiction,https://image.tmdb.org/t/p/w500//3wkrRKMFRwCpjp1U27914oRbcqH.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Quintessential Quintuplets Movie,https://image.tmdb.org/t/p/w500//sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Savage Salvation,https://image.tmdb.org/t/p/w500//fJRt3mmZEvf8gQzoNLzjPtWpc9o.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Air,https://image.tmdb.org/t/p/w500//iKcnbqhKvlwfF4CnMVlRrYlOvM5.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tango, Tequila and Some Lies",https://image.tmdb.org/t/p/w500//o9S6GW9MGyQZpRpPj65k0RIqYNL.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beauty Salon: Special Service 2,https://image.tmdb.org/t/p/w500//5qFTCvx1h1CsHqbAuqo68J8GSub.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Babylon,https://image.tmdb.org/t/p/w500//wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kids vs. Aliens,https://image.tmdb.org/t/p/w500//wQ53sO5n9LCFbssV3oQ4CuajL1L.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Blade of the 47 Ronin,https://image.tmdb.org/t/p/w500//kjFDIlUCJkcpFxYKtE6OsGcAfQQ.jpg,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
The Lair,https://image.tmdb.org/t/p/w500//ifRFLx83Xk1DcwAS3OScgI6HmWO.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Athena,https://image.tmdb.org/t/p/w500//s8B0GsFEebd0DW2spykLMxnc1Kn.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kompromat,https://image.tmdb.org/t/p/w500//6OimOLolZ94sy0KVmimRxqfxy8.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Glass Onion: A Knives Out Mystery,https://image.tmdb.org/t/p/w500//vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Project Gemini,https://image.tmdb.org/t/p/w500//eX6tDFp4RhhjZaa1HUDUzFGPWYk.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Evil Eye,https://image.tmdb.org/t/p/w500//vcym9A0idLCFI1iIMRFiXKRvnbs.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Harry Potter and the Philosopher's Stone,https://image.tmdb.org/t/p/w500//wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shark Bait,https://image.tmdb.org/t/p/w500//bVUgMgVozyFScDM3quP412kXrT.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Suro,https://image.tmdb.org/t/p/w500//q7pEWV0FxL5AOU9Pr5mUDQWnZ4A.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
After Ever Happy,https://image.tmdb.org/t/p/w500//6b7swg6DLqXCO3XUsMnv6RwDMW2.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Beast,https://image.tmdb.org/t/p/w500//xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jeepers Creepers: Reborn,https://image.tmdb.org/t/p/w500//qVVegwPsW6n9unBtLWq1rzOutka.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Suzume,https://image.tmdb.org/t/p/w500//vIeu8WysZrTSFb2uhPViKjX9EcC.jpg,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Luz Mala,https://image.tmdb.org/t/p/w500//yMZdLhcbszstxmdOH4cuuMxaSM7.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Me Before You,https://image.tmdb.org/t/p/w500//Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Teen Wolf: The Movie,https://image.tmdb.org/t/p/w500//wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Harry Potter and the Goblet of Fire,https://image.tmdb.org/t/p/w500//fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince,https://image.tmdb.org/t/p/w500//z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets,https://image.tmdb.org/t/p/w500//sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Venus,https://image.tmdb.org/t/p/w500//vyQmDx5CF8x9T6WKCLuoFotGpjf.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
DC League of Super-Pets,https://image.tmdb.org/t/p/w500//r7XifzvtezNt31ypvsmb6Oqxw49.jpg,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Lost City,https://image.tmdb.org/t/p/w500//neMZH82Stu91d3iqvLdNQfqPPyl.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unhappily Ever After,https://image.tmdb.org/t/p/w500//qiAM7Y8xF8wJDDsjeSuLgzyFGmd.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wrath of Man,https://image.tmdb.org/t/p/w500//M7SUK85sKjaStg4TKhlAVyGlz3.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Venom: Let There Be Carnage,https://image.tmdb.org/t/p/w500//rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Viking Wolf,https://image.tmdb.org/t/p/w500//abBDzmy35A3Nkupn6wK2DKyFamd.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Out of the Blue,https://image.tmdb.org/t/p/w500//eIESpJgaGrAY1sABjBrBtgkd7hM.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tad, the Lost Explorer and the Emerald Tablet",https://image.tmdb.org/t/p/w500//jvIVl8zdNSOAJImw1elQEzxStMN.jpg,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20th Century Girl,https://image.tmdb.org/t/p/w500//qhWPZdEEyht9Vqpj0vl3FB6CSr0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Ledge,https://image.tmdb.org/t/p/w500//S99eCSnRFfeZJmDaIGIZF58H7w.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coraline,https://image.tmdb.org/t/p/w500//gPMh5rsVrDDAYMDbTcz6Up1DQ4z.jpg,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Uncharted,https://image.tmdb.org/t/p/w500//rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abandoned,https://image.tmdb.org/t/p/w500//cO9ywQ2AMHM9EoBJsJGH1Gl9U5L.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Everything Everywhere All at Once,https://image.tmdb.org/t/p/w500//w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fullmetal Alchemist: The Final Alchemy,https://image.tmdb.org/t/p/w500//AeyiuQUUs78bPkz18FY3AzNFF8b.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Legend of the Galactic Heroes: Die Neue These - Intrigue 1,https://image.tmdb.org/t/p/w500//brrgSFtcymZWaXl5a23GJRWdOSY.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mike's Last Dance,https://image.tmdb.org/t/p/w500//5C9rerMqV1X0jnRdbbsM1BswVI2.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Beauty Salon: Special Service,https://image.tmdb.org/t/p/w500//z3Vse8jRnmKJyZFK6VSw1G6jHnY.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Boston Strangler,https://image.tmdb.org/t/p/w500//oZJfw78ZyPmgNJ0YJ8070nKEF4Y.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Zack Snyder's Justice League,https://image.tmdb.org/t/p/w500//tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Piggy,https://image.tmdb.org/t/p/w500//pIFeu5gF7ofAxI9NqrWbJAjjKn6.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Moonfall,https://image.tmdb.org/t/p/w500//odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter and the Prisoner of Azkaban,https://image.tmdb.org/t/p/w500//aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tangled,https://image.tmdb.org/t/p/w500//ym7Kst6a4uodryxqbGOxmewF235.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Interstellar,https://image.tmdb.org/t/p/w500//gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Cop Secret,https://image.tmdb.org/t/p/w500//jnWyZsaCl3Ke6u6ReSmBRO8S1rX.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hellhole,https://image.tmdb.org/t/p/w500//y47wBamj9vdqBeGaLEFTrYEPTeC.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Big 4,https://image.tmdb.org/t/p/w500//gxtf1bovLDyd0dMcKXdwVyqVsuK.jpg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Soccer Football Movie,https://image.tmdb.org/t/p/w500//sWoYDNPNZs5MtzPbirXV73tIHrA.jpg,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Malcriados,https://image.tmdb.org/t/p/w500//3WiDmXSZoDGkDweMc4dosZsDjpn.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exodus: Gods and Kings,https://image.tmdb.org/t/p/w500//uaDj37JtvLan9tihxZ18e6qL33b.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Life in a Year,https://image.tmdb.org/t/p/w500//bP7u19opmHXYeTCUwGjlLldmUMc.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Little Mermaid,https://image.tmdb.org/t/p/w500//ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
365 Days: This Day,https://image.tmdb.org/t/p/w500//7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Harry Potter and the Order of the Phoenix,https://image.tmdb.org/t/p/w500//5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Murder Mystery,https://image.tmdb.org/t/p/w500//bSMSO9xupd4R4vwTPqigHn2quLN.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Linoleum,https://image.tmdb.org/t/p/w500//lAdPsBMnP5ctvKavQY9y8JazygK.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Black Phone,https://image.tmdb.org/t/p/w500//lr11mCT85T1JanlgjMuhs9nMht4.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Detective Knight: Rogue,https://image.tmdb.org/t/p/w500//2wj5iUJ2B5AQ1lFctJgUrHHsp9B.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Munthiri Kaadu,https://image.tmdb.org/t/p/w500//k7iEwxmphkr1bwb66CHA4dhyyBF.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Penitent Thief,https://image.tmdb.org/t/p/w500//bkUxZ9sFE7tn0NPRILqZVEPZRF9.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 2,https://image.tmdb.org/t/p/w500//c54HpQmuwXjHq2C9wmoACjxoom3.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RRR,https://image.tmdb.org/t/p/w500//nEufeZlyAOLqO2brrs0yeF1lgXO.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
There's Something Wrong with the Children,https://image.tmdb.org/t/p/w500//e49Sr3Lxfk2psYhv1SzQjs7MeGo.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Conjuring: The Devil Made Me Do It,https://image.tmdb.org/t/p/w500//xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
On the Count of Three,https://image.tmdb.org/t/p/w500//uiUaxQ6ZulWk77qeVHdbmX5TWDU.jpg,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Infernal Machine,https://image.tmdb.org/t/p/w500//bSqpOGzaKBdGkBLmcm1JJIVryYy.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Inspector Sun and the Curse of the Black Widow,https://image.tmdb.org/t/p/w500//v1Wj5lzvsvFbXHdrmYGdXL10Q73.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MexZombies,https://image.tmdb.org/t/p/w500//pTxw4GFE3ZfzJfvuUsPyD5njAuI.jpg,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fantastic Beasts: The Secrets of Dumbledore,https://image.tmdb.org/t/p/w500//jrgifaYeUtTnaH7NF5Drkgjg2MB.jpg,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Avengers,https://image.tmdb.org/t/p/w500//RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Sea Beast,https://image.tmdb.org/t/p/w500//9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,https://image.tmdb.org/t/p/w500//34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades Freed,https://image.tmdb.org/t/p/w500//9ZedQHPQVveaIYmDSTazhT3y273.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
On the Line,https://image.tmdb.org/t/p/w500//AewaMdP1TisotuHQxPNUZVaKbyJ.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Polar,https://image.tmdb.org/t/p/w500//efuKHH9LqBZB67AS87kprLgaYO8.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Samaritan,https://image.tmdb.org/t/p/w500//zgH8Ej50n2cvJCMJrxd4twEwSqz.jpg,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Emergency Declaration,https://image.tmdb.org/t/p/w500//hxxtBWo50hwD37Q5cLEzaSDVyKZ.jpg,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
A Quiet Place Part II,https://image.tmdb.org/t/p/w500//4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Emily the Criminal,https://image.tmdb.org/t/p/w500//iZvzMpREGiqDQ5eYbx8z70qPgst.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Transformers: Rise of the Beasts,https://image.tmdb.org/t/p/w500//qBcIUgJmDGrcAKbhRwCd6AmO0ZW.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Love at First Kiss,https://image.tmdb.org/t/p/w500//9dHFRTHP7OAhDTKsmYeDUNAx7Bf.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 1,https://image.tmdb.org/t/p/w500//iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Barbie,https://image.tmdb.org/t/p/w500//cgYg04miVQUAG2FKk3amSnnHzOp.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue's Big City Adventure,https://image.tmdb.org/t/p/w500//5JV5nDPMYQLaZz2n0SmxQfMYfLn.jpg,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cars 3,https://image.tmdb.org/t/p/w500//jJ8TnHvWHaVadW5JJjGYsM07j9i.jpg,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
